,index,Category,Message
4580,4921,ham,"G says you never answer your texts, confirm/deny"
4581,4922,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
4582,4924,ham,Oh yah... We never cancel leh... Haha
4583,4925,ham,We can go 4 e normal pilates after our intro...
4584,4926,ham,Ok... Let u noe when i leave my house.
4585,4927,ham,"Oh yes, why is it like torture watching england?"
4586,4928,ham,Wanna do some art?! :D
4587,4929,ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
4588,4931,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
4589,4932,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
4590,4933,ham,Match started.india  &lt;#&gt;  for 2
4591,4934,ham,Once free call me sir.
4592,4935,ham,Hey do you want anything to buy:)
4593,4936,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
4594,4937,ham,K..k.:)congratulation ..
4595,4938,ham,G wants to know where the fuck you are
4596,4939,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
4597,4940,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
4598,4941,ham,Ü go home liao? Ask dad to pick me up at 6...
4599,4942,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
4600,4943,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
4601,4944,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
4602,4945,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
4603,4946,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
4604,4947,ham,I'm already back home so no probably not
4605,4949,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
4606,4950,ham,I am in bus on the way to calicut
4607,4951,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
4608,4952,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
4609,4953,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
4610,4954,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
4611,4955,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
4612,4956,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
4613,4957,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
4614,4958,ham,I'm vivek:)i got call from your number.
4615,4959,ham,Why didn't u call on your lunch?
4616,4960,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
4617,4961,ham,I want  &lt;#&gt;  rs da:)do you have it?
4618,4964,ham,I want to see your pretty pussy...
4619,4965,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
4620,4966,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
4621,4967,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
4622,4968,spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
4623,4969,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
4624,4970,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
4625,4971,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
4626,4972,ham,Hey come online! Use msn... We are all there
4627,4973,ham,I'm fine. Hope you are good. Do take care.
4628,4974,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
4629,4975,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
4630,4976,ham,Yar... I tot u knew dis would happen long ago already.
4631,4977,ham,You are gorgeous! keep those pix cumming :) thank you!
4632,4979,ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
4633,4980,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
4634,4981,ham,So what u doing today?
4635,4982,ham,I said its okay. Sorry
4636,4983,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
4637,4984,ham,Networking job is there.
4638,4985,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
4639,4986,ham,Dont let studying stress you out. L8r.
4640,4987,ham,That's y u haf 2 keep me busy...
4641,4988,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
4642,4989,ham,Which channel:-):-):):-).
4643,4990,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
4644,4991,spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
4645,4992,ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
4646,4993,ham,I'm hungry buy smth home...
4647,4994,ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
4648,4995,ham,My drive can only be read. I need to write
4649,4996,ham,"Just looked it up and addie goes back Monday, sucks to be her"
4650,4997,ham,Happy new year. Hope you are having a good semester
4651,4998,ham,Esplanade lor. Where else...
4652,4999,ham,Can you talk with me..
4653,5000,ham,"Hmph. Go head, big baller."
4654,5001,ham,Well its not like you actually called someone a punto. That woulda been worse.
4655,5002,ham,"Nope. Since ayo travelled, he has forgotten his guy"
4656,5003,ham,You still around? Looking to pick up later
4657,5004,spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
4658,5005,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
4659,5006,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
4660,5007,ham,ILL B DOWN SOON
4661,5008,ham,Oh k. . I will come tomorrow
4662,5009,ham,Go fool dont cheat others ok
4663,5010,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
4664,5011,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
4665,5012,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
4666,5013,ham,U attend ur driving lesson how many times a wk n which day?
4667,5014,ham,"Uncle G, just checking up on you. Do have a rewarding month"
4668,5015,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
4669,5016,ham,I think the other two still need to get cash but we can def be ready by 9
4670,5017,ham,Hey gals...U all wanna meet 4 dinner at nìte?
4671,5019,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
4672,5020,ham,Great! How is the office today?
4673,5021,ham,"It's cool, we can last a little while. Getting more any time soon?"
4674,5022,ham,:-( sad puppy noise
4675,5023,ham,Yes its possible but dint try. Pls dont tell to any one k
4676,5024,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
4677,5025,ham,Where you. What happen
4678,5026,ham,I was gonna ask you lol but i think its at 7
4679,5027,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
4680,5028,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
4681,5029,ham,Go chase after her and run her over while she's crossing the street
4682,5030,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
4683,5032,ham,Hey... Very inconvenient for your sis a not huh?
4684,5033,ham,Ok i vl..do u know i got adsense approved..
4685,5034,ham,"* Was really good to see you the other day dudette, been missing you!"
4686,5035,ham,I want to go to perumbavoor
4687,5036,ham,How many times i told in the stage all use to laugh. You not listen aha.
4688,5038,ham,(You didn't hear it from me)
4689,5039,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
4690,5040,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
4691,5041,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
4692,5042,ham,She ran off with a younger man. we will make pretty babies together :)
4693,5043,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
4694,5044,ham,O ic lol. Should play 9 doors sometime yo
4695,5045,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
4696,5047,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
4697,5048,ham,Hmmm.still we dont have opener?
4698,5049,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
4699,5051,ham,I will vote for wherever my heart guides me
4700,5052,ham,With my sis lor... We juz watched italian job.
4701,5053,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
4702,5054,ham,Lmao you know me so well...
4703,5056,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
4704,5057,ham,Goodnight da thangam I really miss u dear.
4705,5058,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
4706,5059,ham,"Geeeee ... Your internet is really bad today, eh ?"
4707,5060,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
4708,5061,ham,I think i am disturbing her da
4709,5062,ham,"Sorry, I'll call you  later. I am in meeting sir."
4710,5063,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
4711,5064,ham,Ok i also wan 2 watch e 9 pm show...
4712,5065,ham,I dunno lei... Like dun haf...
4713,5066,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
4714,5067,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
4715,5068,spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
4716,5069,ham,Talk to g and x about that
4717,5070,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
4718,5071,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
4719,5072,ham,As in different styles?
4720,5073,spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
4721,5074,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
4722,5076,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
4723,5077,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
4724,5078,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
4725,5079,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
4726,5080,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
4727,5081,ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
4728,5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
4729,5083,ham,Aiya we discuss later lar... Pick ü up at 4 is it?
4730,5084,ham,Hey happy birthday...
4731,5085,ham,Sorry i missed your call. Can you please call back.
4732,5086,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
4733,5087,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
4734,5088,ham,I wont do anything de.
4735,5089,ham,What type of stuff do you sing?
4736,5090,ham,"St andre, virgil's cream"
4737,5092,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
4738,5093,ham,Gokila is talking with you aha:)
4739,5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
4740,5095,ham,K.k.this month kotees birthday know?
4741,5096,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
4742,5097,ham,Sorry about that this is my mates phone and i didnt write it love Kate
4743,5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
4744,5099,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
4745,5100,ham,"Aight, call me once you're close"
4746,5101,ham,Nope thats fine. I might have a nap tho!
4747,5102,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
4748,5103,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
4749,5106,ham,Ding me on ya break fassyole! Blacko from londn
4750,5107,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
4751,5109,ham,Oh you got many responsibilities.
4752,5110,spam,You have 1 new message. Please call 08715205273
4753,5111,ham,I've reached sch already...
4754,5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
4755,5113,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
4756,5114,ham,Argh why the fuck is nobody in town ;_;
4757,5115,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
4758,5116,ham,Thanks. Fills me with complete calm and reassurance!
4759,5117,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
4760,5118,ham,Are you driving or training?
4761,5119,ham,Lol for real. She told my dad I have cancer
4762,5120,spam,PRIVATE! Your 2003 Account Statement for 078
4763,5121,ham,"Oops I did have it,  &lt;#&gt; ?"
4764,5122,ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
4765,5123,ham,"Hi Chikku, send some nice msgs"
4766,5124,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
4767,5125,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
4768,5126,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
4769,5127,ham,Cuz ibored. And don wanna study
4770,5128,ham,Wot about on wed nite I am 3 then but only til 9!
4771,5130,ham,Any way where are you and what doing.
4772,5131,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
4773,5132,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;
4774,5133,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
4775,5134,ham,Sday only joined.so training we started today:)
4776,5135,ham,Sorry * was at the grocers.
4777,5136,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
4778,5137,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
4779,5138,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
4780,5139,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
4781,5140,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
4782,5142,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
4783,5143,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
4784,5144,ham,I'm in office now da:)where are you?
4785,5145,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
4786,5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
4787,5147,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
4788,5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
4789,5149,ham,Pls call me da. What happen.
4790,5150,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
4791,5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
4792,5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
4793,5153,ham,Haven't left yet so probably gonna be here til dinner
4794,5154,ham,"Like  &lt;#&gt; , same question"
4795,5155,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
4796,5156,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
4797,5157,ham,K k:) sms chat with me.
4798,5158,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
4799,5159,ham,No but the bluray player can
4800,5160,ham,Ok... Then r we meeting later?
4801,5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
4802,5162,ham,Just send a text. We'll skype later.
4803,5163,ham,Ok leave no need to ask
4804,5165,ham,Ü still got lessons?  Ü in sch?
4805,5166,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
4806,5167,ham,Oh did you charge camera
4807,5168,ham,"I‘ve got some salt, you can rub it in my open wounds if you like!"
4808,5169,ham,Now i'm going for lunch.
4809,5170,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
4810,5172,ham,"Aight, text me tonight and we'll see what's up"
4811,5173,ham,U 2.
4812,5174,ham,Water logging in desert. Geoenvironmental implications.
4813,5177,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u"
4814,5178,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
4815,5179,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
4816,5180,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
4817,5181,ham,K sure am in my relatives home. Sms me de. Pls:-)
4818,5183,ham,"Fuuuuck I need to stop sleepin, sup"
4819,5184,ham,I'm in town now so i'll jus take mrt down later.
4820,5185,ham,I just cooked a rather nice salmon a la you
4821,5186,ham,I uploaded mine to Facebook
4822,5187,ham,WHAT TIME U WRKIN?
4823,5189,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
4824,5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
4825,5192,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
4826,5193,ham,"It's wylie, you in tampa or sarasota?"
4827,5194,ham,Ok... Take ur time n enjoy ur dinner...
4828,5195,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
4829,5197,ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
4830,5198,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
4831,5199,ham,Ugh my leg hurts. Musta overdid it on mon.
4832,5200,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
4833,5202,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
4834,5204,ham,How come she can get it? Should b quite diff to guess rite...
4835,5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
4836,5207,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
4837,5208,ham,Hi.what you think about match?
4838,5209,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
4839,5210,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
4840,5211,ham,It is only yesterday true true.
4841,5212,ham,K.k.how is your business now?
4842,5213,ham,3 pa but not selected.
4843,5217,ham,Well thats nice. Too bad i cant eat it
4844,5218,ham,I accidentally brought em home in the box
4845,5219,ham,Pls she needs to dat slowly or she will vomit more.
4846,5220,ham,I have to take exam with in march 3
4847,5221,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
4848,5222,ham,5 nights...We nt staying at port step liao...Too ex
4849,5223,ham,If I die I want u to have all my stuffs.
4850,5224,ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
4851,5227,ham,I re-met alex nichols from middle school and it turns out he's dealing!
4852,5228,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
4853,5229,ham,It means u could not keep ur words.
4854,5230,ham,"Nope, I'm still in the market"
4855,5231,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
4856,5233,ham,Hey what how about your project. Started aha da.
4857,5234,ham,Ok cool. See ya then.
4858,5235,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
4859,5237,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
4860,5238,ham,Yeah I can still give you a ride
4861,5239,ham,"Jay wants to work out first, how's 4 sound?"
4862,5240,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
4863,5242,ham,Hmm thinking lor...
4864,5243,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
4865,5244,ham,thanks for the temales it was wonderful. Thank. Have a great week.
4866,5245,ham,Thank you princess! I want to see your nice juicy booty...
4867,5246,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
4868,5248,ham,U come n search tat vid..not finishd..
4869,5249,ham,"K I'm leaving soon, be there a little after 9"
4870,5250,spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
4871,5251,ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
4872,5252,ham,You do your studies alone without anyones help. If you cant no need to study.
4873,5253,ham,Please tell me not all of my car keys are in your purse
4874,5254,ham,I didnt get anything da
4875,5255,ham,Ok... Sweet dreams...
4876,5256,ham,Well she's in for a big surprise!
4877,5258,ham,1 in cbe. 2 in chennai.
4878,5259,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
4879,5260,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
4880,5261,ham,I absolutely LOVE South Park! I only recently started watching the office.
4881,5262,ham,Did you see that film:)
4882,5263,ham,Pls speak with me. I wont ask anything other then you friendship.
4883,5265,ham,Gud ni8.swt drms.take care
4884,5266,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
4885,5267,ham,Anything lar then ü not going home 4 dinner?
4886,5268,ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
4887,5270,ham,Did u fix the teeth?if not do it asap.ok take care.
4888,5271,ham,So u wan 2 come for our dinner tonight a not?
4889,5272,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
4890,5273,ham,Its too late:)but its k.wish you the same.
4891,5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
4892,5275,ham,Oh yeah clearly it's my fault
4893,5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
4894,5277,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
4895,5278,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
4896,5280,ham,"Vikky, come around  &lt;TIME&gt; .."
4897,5281,ham,"And how you will do that, princess? :)"
4898,5282,ham,I have gone into get info bt dont know what to do
4899,5283,ham,"Yeah, probably here for a while"
4900,5286,ham,I'm still pretty weak today .. Bad day ?
4901,5287,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
4902,5288,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
4903,5289,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
4904,5290,ham,Dear where you. Call me
4905,5291,ham,Xy trying smth now. U eat already? We havent...
4906,5292,spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
4907,5293,ham,I donno its in your genes or something
4908,5294,spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
4909,5295,ham,Alex says he's not ok with you not being ok with it
4910,5296,ham,Are u coming to the funeral home
4911,5297,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
4912,5298,ham,I.ll hand her my phone to chat wit u
4913,5299,ham,Well good morning mr . Hows london treatin' ya treacle?
4914,5300,ham,I can't make it tonight
4915,5302,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
